Day,timestamp,4_churchill_2013_0,4_churchill_2030_45,4_churchill_2030_85,5_columbus_2013_0,5_columbus_2030_45,5_columbus_2030_85,6_cullinane_2013_0,6_cullinane_2030_45,6_cullinane_2030_85,8_dana_2013_0,8_dana_2030_45,8_dana_2030_85,10_dodge_2013_0,10_dodge_2030_45,10_dodge_2030_85,12_ell_2013_0,12_ell_2030_45,12_ell_2030_85,14_forsyth_2013_0,14_forsyth_2030_45,14_forsyth_2030_85,15_hayden_2013_0,15_hayden_2030_45,15_hayden_2030_85,16_holmes_2013_0,16_holmes_2030_45,16_holmes_2030_85,17_hurtig_2013_0,17_hurtig_2030_45,17_hurtig_2030_85,21_lake_2013_0,21_lake_2030_45,21_lake_2030_85,26_power_2013_0,26_power_2030_45,26_power_2030_85,27_richards_2013_0,27_richards_2030_45,27_richards_2030_85,40_westviilageE_2013_0,40_westvillageE_2030_45,40_westvillageE_2030_85
277,1380859200,4.605467975,3.911719188,3.853523358,8.683436466,8.244683549,8.115324692,15.68535404,15.24011207,15.13583207,11.50748001,10.98458335,10.85657635,7.440642858,6.798565587,6.621740587,7.065366903,6.54675296,6.41424696,7.983959226,7.930107127,7.841150127,4.888206528,4.441778235,4.372791735,7.11622549,6.587946251,6.468057251,15.32084676,16.35032973,16.02076973,14.82500447,14.4334425,14.2459475,42.97531383,43.7213613,43.2547193,16.36438928,15.80502349,15.68281349,17.89634554,15.85568355,15.85568355
278,1380945600,2.639446719,2.722222352,2.692027572,5.478767833,4.930562517,4.863444955,13.17623981,12.44463497,12.39723497,10.72340826,9.155071571,9.096886571,5.30255216,4.876944297,4.796569297,6.37167208,5.157973181,5.097743181,6.609333656,6.258804387,6.218369387,3.026180529,2.69579919,2.66444169,4.662470717,3.840362678,3.785867678,14.60275512,14.46487339,14.31507339,12.11035452,11.67181375,11.58658875,41.35310547,41.7928368,42.0049468,14.15168793,13.30535988,13.24980988,17.20267918,14.91100932,14.91100932
279,1381032000,2.294875543,2.623955816,2.600493146,5.204850243,4.820044907,4.767891614,12.65970163,11.76760258,11.72968258,10.62017496,9.029441832,8.982893832,2.428675793,3.421175204,3.356875204,4.882980814,4.490799398,4.442615398,5.448905262,5.485807216,5.453459216,2.760207704,2.590566278,2.565480278,3.959055181,3.740076114,3.696480114,13.91824395,14.31884983,14.19900983,10.40092918,11.268369,11.200189,42.39968173,41.22699317,41.39668117,13.53575378,13.33037509,13.28593509,16.13793844,14.12164428,14.12164428
280,1381118400,5.288198254,3.81503157,3.75209254,10.25123657,7.900130003,7.760227866,16.62009584,14.7616,14.64784,13.62480921,10.6156997,10.4760557,8.684235315,6.4958335,6.3029335,9.199019326,6.4616184,6.3170664,9.70794738,7.7159595,7.6189155,5.893345858,4.42675415,4.35149615,9.181105626,6.60359624,6.47280824,19.73360203,15.56324,15.20372,19.53838869,13.9673054,13.7627654,46.30017031,43.26704644,43.77611044,18.50324025,15.7857488,15.6524288,18.54546286,15.96414,15.96414
281,1381204800,4.375807667,4.309451601,4.362898841,8.93904021,8.281279057,8.400082653,15.28918765,15.20574935,15.30054935,11.76142559,10.87444363,10.99081363,7.787610518,6.898183935,7.058933935,6.921394416,6.604524688,6.724984688,8.443508519,8.208803876,8.289673876,4.797756787,4.716643688,4.779358688,7.399891433,6.902437287,7.011427287,15.42195085,15.86039812,16.15999812,14.73458057,14.55659228,14.72704228,44.41810587,43.31251446,43.22597358,16.50259463,15.9658202,16.0769202,18.63152251,16.45417103,16.45417103
282,1381291200,4.033521763,4.182790718,4.340965658,8.524987807,7.973393057,8.324987483,14.65757626,15.24895647,15.51439647,10.22373992,10.73523052,11.07270352,6.557320696,6.458553238,6.924728238,6.49195135,6.412505738,6.761839738,7.641843201,8.057368638,8.291891638,4.623227948,4.595892268,4.777765768,7.146371929,6.597051843,6.913122843,14.44243464,15.48397856,16.35281856,13.36330874,14.43044277,14.92474777,40.0813522,44.67536404,43.44512604,16.19688557,15.80664946,16.12883946,18.35708766,16.42642048,16.42642048
283,1381377600,4.01330701,4.135842375,4.170629435,8.179313221,7.723362019,8.114373935,15.54651325,15.27534412,15.28482412,10.7495915,10.74061995,10.92913935,7.047742805,6.601617181,7.116017181,6.581169731,6.312571725,6.563128525,7.515186187,7.911044126,8.048523126,4.537298667,4.416731217,4.617419217,7.401318695,6.318816962,6.667584962,14.7492119,14.79467549,15.75339549,13.98641956,14.32699235,14.39926315,42.24712289,45.2885882,43.9310842,15.97818914,15.69508695,15.83018455,18.39178218,16.39092433,16.39092433
284,1381464000,3.974911069,3.705341478,3.675184428,8.24672655,7.487711988,7.718909345,15.37705863,14.92727207,14.82299207,11.44012229,10.42367995,10.47255535,7.116510962,5.769765587,6.091265587,6.508924948,5.91072416,6.01672896,7.682949547,7.533844127,7.574279127,4.715543456,4.040402235,4.165832235,7.116868196,5.890410251,6.108390251,14.91397264,14.43288973,15.03208973,13.75593562,13.8157317,13.6834625,40.33196517,44.82603018,43.97759018,16.03226721,15.31440589,15.31618349,17.44909309,15.85568355,15.85568355
285,1381550400,2.119425996,2.741653302,2.626231842,5.138744278,4.441797622,4.717192888,12.56855263,12.52995497,12.31191497,9.75241082,9.082922171,8.957242571,4.564339439,4.233944297,4.603669297,5.392776416,5.027876381,4.953191181,6.105619682,6.202195387,6.121325387,2.829694162,2.48131389,2.58918369,4.099472567,3.404402678,3.655079678,13.51804777,13.26647339,13.95555339,11.16390862,11.76999295,11.38204875,39.24444879,43.4897168,42.5140108,13.3972829,13.28136228,13.11648988,16.15472937,14.91100932,14.91100932
286,1381636800,2.011005239,2.624521766,2.654323076,4.680046999,4.821302912,4.887545861,12.08975087,11.77708258,11.82448258,8.641385771,9.041078832,9.099263832,2.028491071,3.437250204,3.517625204,4.384035636,4.502845398,4.563075398,5.030368773,5.493894216,5.534329216,2.643036867,2.596837778,2.628195278,4.208223437,3.750975114,3.805470114,12.85297775,14.34880983,14.49860983,10.19968672,11.285414,11.370639,40.3574643,41.18457117,40.97246117,13.21556159,13.34148509,13.39703509,15.30309704,14.12164428,14.12164428
287,1381723200,2.828232249,2.821846443,2.754654703,6.161909836,7.218407024,7.069051878,12.50285858,13.86912438,13.75536438,9.579031606,10.40155165,10.26190765,5.340721297,5.900388907,5.707488907,5.680670265,6.319633952,6.175081952,6.321149587,7.163013218,7.065969218,3.462213158,3.836412257,3.761154257,6.107743852,6.109378458,5.978590458,13.58822516,15.69804289,15.33852289,11.28810605,13.46177935,13.25723935,46.47563162,45.1544701,45.41069898,14.49366288,15.42626227,15.29294227,16.43031779,15.01323679,15.01323679
288,1381809600,3.910151484,4.171866461,4.284188671,8.0917375,7.975452051,8.22512411,15.53233714,15.00666935,15.15834935,11.32472999,10.57188163,10.81625863,7.11505162,6.480233935,6.817808935,6.911723249,6.291328688,6.544294688,8.149079775,7.998541876,8.168368876,4.701157301,4.553584688,4.685286188,7.569164593,6.619063287,6.847942287,14.82901343,15.08143812,15.71059812,14.17192651,14.14342148,14.47136728,40.34772838,44.41548646,43.52462446,16.17199201,15.6769602,15.9102702,18.38445431,16.45417103,16.45417103
289,1381896000,4.167660441,4.276037718,4.366099228,8.188952909,7.718748883,8.380854886,16.31346631,15.44803647,15.56179647,11.53525461,10.81436212,11.13088852,7.453057547,6.120978238,7.005103238,7.096009064,6.439006938,6.822069738,8.284882255,8.105890638,8.332326638,4.823157937,4.464190768,4.809123268,7.419632001,6.368172843,6.967617843,15.12779633,14.85481856,16.50261856,15.11866502,14.75020697,15.00997277,44.82240227,45.56622604,43.57069516,16.18714693,15.92708186,16.18438946,18.21472229,16.42642048,16.42642048
290,1381982400,4.627107293,4.128900055,4.133217445,8.391027872,7.738793547,8.031213814,16.07948914,15.26586412,15.21846412,11.96609331,10.72898295,10.84768035,7.816314752,6.617692181,7.003492181,8.10610779,6.300525725,6.478806525,8.83860877,7.902957126,7.991914126,5.281647554,4.423002717,4.573518717,7.77997426,6.329715962,6.591291962,16.31615044,14.82463549,15.54367549,15.99295569,14.30994735,14.27994815,46.96134075,45.2461662,44.2280382,17.18897219,15.68397695,15.75241455,18.50773131,16.39092433,16.39092433
291,1382068800,4.495247002,3.638629448,3.869693358,8.112488224,7.637654203,8.151267692,15.92094028,14.80403207,15.16427207,12.36434955,10.39109635,10.89148735,7.257370803,5.978740587,6.669965587,7.813735494,5.93240696,6.45038496,8.462245991,7.517670127,7.865411127,4.766568215,4.121931735,4.391606235,7.081211187,6.032097251,6.500754251,15.14496834,14.82236973,16.11064973,15.29365652,13.5941467,14.2970825,43.5798441,44.27454418,43.3819853,16.52234879,15.23841349,15.71614349,17.89313236,15.85568355,15.85568355
292,1382155200,2.380648615,2.707092622,3.017222442,5.615787299,4.518619794,5.586294628,12.32443585,12.47307497,12.96603497,9.490854096,9.013100171,9.795106571,4.717398754,4.330394297,5.761069297,6.099613471,4.955600381,5.820503181,6.503514872,6.153673387,6.703589387,2.839804131,2.48256819,3.04073169,4.060030544,3.469796678,4.439807678,12.3909224,13.44623339,16.11267339,11.95143822,11.66772295,12.60928875,39.26747129,43.2351848,42.93653392,13.53825256,13.21470228,13.91640988,15.32269477,14.91100932,14.91100932
293,1382241600,2.038901322,2.597021986,2.798133666,5.070209064,4.264977158,5.207210922,12.08974319,11.77708258,12.08044258,8.848838065,8.864196432,9.413462832,2.314729244,2.681725204,3.951650204,4.745142213,4.264334598,4.888317398,5.567163672,5.364502216,5.752678216,2.779658193,2.325908978,2.797525778,4.158366786,3.238722114,4.099743114,12.01481148,12.94068983,15.30752983,11.20084683,11.2301882,11.830854,36.7705215,43.17840517,42.03131429,13.41244425,13.21749749,13.69700509,13.02864137,14.12164428,14.12164428
294,1382328000,3.726863767,3.75699205,3.82207091,8.054380027,7.481298205,7.915777189,15.20488487,14.70472,14.77108,9.185098825,10.3689953,10.6273367,6.854132952,5.9332085,6.5119085,6.845153697,6.1508316,6.4736644,8.172774979,7.5380455,7.7240465,4.701522351,4.20725165,4.43302565,7.241608476,6.22213124,6.61449524,13.54434451,14.51464,15.5932,14.39573042,13.8098096,13.9843504,42.66322117,44.75181644,43.22462444,16.33010698,15.5951012,15.7968588,17.56685043,15.96414,15.96414
295,1382414400,4.097930944,4.172960631,4.182118241,7.834638487,7.9626204,7.942264681,15.48729848,15.01614935,15.03510935,9.333098924,10.56024463,10.53697063,6.773725177,6.464158935,6.432008935,6.724473713,6.279282688,6.255190688,8.599629332,7.990454876,7.974280876,4.81607083,4.547313188,4.534770188,7.235716719,6.608164287,6.586366287,14.18068307,15.05147812,14.99155812,14.20622644,14.16046648,14.19455648,41.38196574,44.45790846,44.54275246,16.22140313,15.6658502,15.6436302,17.22444469,16.45417103,16.45417103
296,1382500800,3.576952349,4.258045898,4.194163618,6.773359327,8.140671779,7.998672967,15.69650853,15.37219647,15.25843647,9.178644105,10.89814852,10.75850452,4.96648316,6.683603238,6.490703238,5.777976435,6.581149738,6.436597738,7.103329589,8.170586638,8.073542638,3.96762277,4.683693268,4.608435268,5.097907338,6.749637843,6.618849843,12.90884547,15.90341856,15.54389856,12.39616379,14.66907277,14.46453277,46.22822183,44.08145604,44.59052004,15.22849985,15.96218946,15.82886946,17.03526125,16.42642048,16.42642048
297,1382587200,3.788383268,4.163417615,4.215754515,6.973113901,8.098343357,8.214678867,15.43488695,15.27534412,15.37014412,9.241990247,10.91750235,11.03387235,4.927566042,7.099942181,7.260692181,5.755042774,6.551082525,6.671542525,6.80958321,8.040436126,8.121306126,3.938271524,4.611147717,4.673862717,5.197731551,6.656685962,6.765675962,12.78836628,15.72343549,16.02303549,12.34569059,14.38221815,14.55266815,49.957122,43.9735062,43.5492862,14.99640136,15.81907455,15.93017455,17.61759767,16.39092433,16.39092433
298,1382673600,3.560797838,3.725478518,3.892433768,6.365971673,7.442950972,8.201815531,15.84250878,14.95571207,15.20219207,9.321526274,10.45859095,10.93803535,4.618172544,5.721540587,6.734265587,5.520691152,5.94686216,6.49856896,6.352878089,7.558105127,7.897759127,3.719598938,4.021587735,4.416692235,4.929841367,5.857713251,6.544350251,12.59396328,14.34300973,16.23048973,12.06725248,13.8668667,14.3652625,53.43312842,44.95329618,43.5516733,14.63759014,15.34773589,15.76058349,15.32120451,15.85568355,15.85568355
299,1382760000,2.295887734,2.856762142,2.747091812,4.170717872,4.185931386,4.985842851,13.55873217,12.73851497,12.49203497,8.37370973,9.338936171,9.213256571,3.471535765,4.125277297,4.957319297,4.946597356,5.292888381,5.218203181,5.512459748,6.380109387,6.299239387,2.521490108,2.61928689,2.72715669,3.2646562,3.366038198,3.894857678,11.81486615,12.60735339,14.61467339,10.41069543,12.14498295,11.75703875,46.94538168,44.4230008,41.5807268,13.11511663,13.52578228,13.36090988,13.86193738,14.91100932,14.91100932
300,1382846400,1.964786428,2.800230376,2.599183376,3.929241705,3.860414731,4.260172777,13.14129163,12.13732258,11.77708258,8.486789189,9.306402432,8.864196432,2.38116115,2.798108204,2.681725204,4.220434034,4.722082598,4.264334598,4.993033651,5.671808216,5.364502216,2.50758744,2.564225978,2.325908978,3.191996062,3.352943634,3.238722114,11.91795585,11.80220983,12.94068983,10.12397142,11.8778982,11.2301882,44.78718618,44.79044117,43.17840517,13.05303765,13.63967749,13.21749749,13.06176033,14.12164428,14.12164428
301,1382932800,3.577522328,3.85610337,3.9635099,7.147282132,7.260991577,7.02224619,16.50734411,14.88484,15.07444,9.476644663,10.5900983,10.8228383,5.30623538,5.6277835,5.7763165,6.033749914,6.3797056,6.6206256,7.20220164,7.6916985,7.8534385,4.233864025,4.23735485,4.36278485,5.839342889,6.01505024,6.15106976,13.04218219,13.9454,13.3462,13.18469834,14.1336646,14.4745646,49.18502151,45.55783444,46.40627444,15.54737344,15.8061912,16.0283912,15.29608886,15.96414,15.96414
302,1383019200,3.505611609,4.418766191,4.485472831,6.771479233,7.416238876,7.321085774,16.62906395,15.44274935,15.56598935,9.148750909,10.98848623,11.13976723,5.136747057,6.050066935,6.259041935,5.446450104,6.667163888,6.823761888,6.825843784,8.281586876,8.386717876,3.882395538,4.602502388,4.684031888,5.212018172,6.362718807,6.504405807,12.76505662,13.70327812,13.31379812,12.47227683,14.92749148,15.14907648,57.81016516,46.36689846,46.91838446,14.93229793,16.1195826,16.2640126,15.13819571,16.45417103,16.45417103
303,1383105600,3.470166553,4.614524328,4.263667668,6.674940215,7.581602376,7.746245278,16.74231621,16.04527647,15.42907647,9.003098639,11.54749312,10.79108812,5.066619891,6.574936238,6.153128238,5.758594175,7.197904938,6.414914938,6.932553188,8.615371638,8.089716638,3.890367804,4.858040968,4.476733768,5.287820035,6.711273363,6.389970843,12.83978693,14.13577856,14.91473856,12.57363118,15.82404197,14.71611697,55.5579969,48.23881204,45.48138204,14.89825507,16.62701186,15.90486186,15.0912497,16.42642048,16.42642048
304,1383192000,3.614507094,4.402534185,4.080600265,7.347364327,7.27839966,7.914255292,16.27160434,15.74934412,15.13314412,8.938465173,11.32246995,10.74294735,6.775870294,6.653700181,6.858817181,6.787139352,6.914871725,6.370392525,7.836749038,8.315394126,7.919131126,4.399157534,4.653793917,4.517075217,6.273982112,6.389442482,6.493200962,14.22534141,13.32663549,15.27403549,14.77248607,15.17924235,14.12654315,49.25363413,47.4096882,44.6098362,15.87177791,16.25058695,15.65242455,14.69926452,16.39092433,16.39092433
305,1383278400,3.679047484,3.409190484,3.458394407,8.508293345,6.832283734,6.73273932,16.49982999,15.58800687,15.13962447,9.300830752,9.823443812,9.915547612,7.639625036,4.89008619,4.87361111,7.666086961,5.663174949,5.744915749,8.967164689,6.665823086,6.891633086,4.905209197,3.902581877,3.937113877,6.393131265,5.627746453,5.589822853,15.86059958,12.8766318,12.6931758,16.73117472,12.92069148,13.16381148,42.28860004,42.55903588,37.02516388,17.01987903,15.46529226,15.54526026,16.80541497,15.11423177,14.97104777
306,1383364800,2.186549655,2.792426517,2.851623542,5.159585834,4.436749564,4.36406871,14.1099529,13.57561215,13.04315805,7.78577038,8.501849399,8.616476399,4.925708378,3.832051821,3.838185741,5.843743587,4.858349098,4.971437098,6.587050446,5.580483303,5.866509303,2.984133188,2.599575992,2.678727992,3.347881572,3.741875121,3.768466521,13.39317601,12.15207066,11.97625866,11.77247715,11.08903507,11.37774007,39.84368464,43.63116808,37.05969508,13.9795445,13.5608551,13.6558171,16.20698872,14.15710694,14.02537766
307,1383451200,2.016562345,2.695715007,2.741501659,3.79011541,4.245220468,4.265206284,13.43404291,13.068393,12.6573758,7.461698786,8.286955422,8.375439422,2.282086945,2.642273733,2.685525733,3.811700987,4.242499972,4.329795972,4.996112664,4.911523245,5.132315245,2.29368972,2.447220499,2.532580499,2.913565744,3.563664106,3.687084106,10.79428396,11.79973262,11.78826662,9.863199487,10.59692001,10.81978001,48.08595596,45.23960578,40.16688978,12.63679926,13.48942329,13.56272729,14.82381333,13.3047167,13.30125642
308,1383541200,3.110897563,3.418585212,3.434552564,6.510140559,6.799265816,6.831569352,17.28687035,15.59863315,15.45851365,9.279496394,9.7428131,9.7729781,4.831702488,4.97985754,4.99460254,5.596970823,5.8181646,5.8479246,6.324751451,6.569239,6.644509,3.74229124,3.994556,4.023656,5.295665592,5.8161828,5.8582578,12.7654638,12.91958,12.942512,12.87743768,12.8231808,12.8991558,61.90161291,44.96581078,43.23647578,14.85468048,15.68719228,15.71218228,16.30843467,15.21971114,15.24309786
309,1383627600,3.443356491,3.695575967,3.701396445,6.66710019,7.068809579,7.080584983,16.32695303,16.00733519,15.95128739,9.307479717,9.932423363,9.944489363,5.1303704,5.240268479,5.246166479,5.65581386,5.891512842,5.903416842,6.216151019,6.879480753,6.909588753,3.9514176,4.208893571,4.220533571,5.137810521,6.007344567,6.024174567,13.27454094,13.07235986,13.09529186,12.41225155,13.22624867,13.25663867,57.53113417,45.6199199,44.9281859,14.95239631,15.80804366,15.81803966,15.05421889,15.70617536,15.72407336
310,1383714000,3.470166553,3.690176057,3.717407208,7.158722176,7.038059953,7.093151271,16.48930347,16.30021566,16.04800056,9.111953574,10.04329711,10.09759411,5.991472842,5.193055217,5.219596217,6.486297055,5.953341158,6.006909158,6.596621282,6.874878298,7.010364298,4.791127842,4.219913344,4.272293344,5.779034251,5.953934181,6.029669181,14.03272541,13.32973126,13.39852726,13.713076,13.41601895,13.55277395,49.01744497,46.58193553,43.46913253,15.3572896,15.89099047,15.93597247,14.60441414,15.65690116,15.71608388
311,1383800400,3.614507094,3.614546972,3.627090819,7.583922017,6.956165658,6.981543104,16.35612206,16.31146303,16.19936743,9.231151746,10.01566821,10.03980021,6.516388894,5.469110023,5.480906023,7.041788107,5.887294563,5.911102563,7.742646159,6.709948264,6.770164264,5.292170103,4.126309523,4.149589523,6.151098147,5.83180646,5.86546646,13.97893659,13.08492246,13.13078646,14.37037928,13.09975273,13.16053273,48.40611661,47.95501475,46.57154675,15.9373259,15.72544859,15.74544059,17.0735937,15.58478699,15.62058299
312,1383886800,3.679047484,3.338410687,3.390967463,6.482856829,6.70965936,6.815986928,16.124428,16.22321527,15.74680897,8.954547078,9.686695812,9.789256812,4.582828782,4.82324219,4.87337519,5.284010718,5.528262949,5.629446949,6.06768786,6.324599086,6.580517086,3.691887494,3.770661877,3.869601877,4.909045969,5.437006453,5.580061453,12.18023251,12.6969978,12.8919198,12.29472943,12.57627148,12.83458648,54.69349681,50.39868788,44.51894888,14.69514288,15.35200426,15.43697026,15.91674178,14.96854205,15.12067505
313,1383973200,2.186549655,2.753508694,2.802686642,4.185838713,4.35801495,4.457506814,13.89220617,13.92124025,13.48219915,7.613782249,8.427442399,8.521959399,3.178353051,3.795680821,3.841881821,4.617044892,4.784941098,4.878189098,4.77661805,5.394817303,5.630663303,2.296444151,2.527795992,2.618975992,3.062514006,3.638090121,3.769925121,11.48477818,12.01065666,12.15589266,10.57055705,10.90163007,11.13968507,50.37666986,47.89686108,42.47827808,12.97214372,13.4992131,13.5775151,13.248345,14.04673594,14.16557866
314,1384059600,2.016562345,2.653161723,2.718238449,3.892650068,4.159130956,4.290787624,12.84096942,13.4513863,12.8722257,7.655912871,8.204504422,8.329186422,2.144848117,2.601970733,2.662916733,4.109555218,4.161155972,4.284163972,4.303674509,4.705785245,5.016901245,2.308488065,2.367680499,2.487960499,3.152147167,3.448659106,3.622569106,10.6547619,11.64303062,11.87617262,9.875384351,10.38925501,10.70328501,42.99548695,49.96645478,42.81853678,12.89882101,13.42111729,13.52440929,12.24434056,13.1824137,13.3673597
315,1384146000,2.644272798,2.721206525,2.760545143,4.809247241,5.979089418,6.058675342,13.62595237,15.36696295,15.01199355,8.346845426,9.288461641,9.364879641,3.452568335,4.321369015,4.358723015,5.110246186,5.457799752,5.533191752,5.077174295,5.757845242,5.948529242,2.950438357,3.310592293,3.384312293,4.298188166,5.140782512,5.247372512,11.00679177,12.46951049,12.61474649,10.74707832,11.90845159,12.10092159,49.17165278,53.88457405,49.50359205,13.89843534,15.13840413,15.20171213,12.21919232,14.0409598,14.1543138
316,1384232400,3.381101372,3.648638103,3.689101958,5.299601039,6.973849627,7.055712017,17.10851517,16.42769369,16.06338299,9.142243103,9.841928363,9.920357363,5.25932725,5.196033479,5.234370479,5.401406605,5.802232842,5.879608842,6.208051256,6.653670753,6.849372753,3.995835232,4.121593571,4.197253571,5.215224693,5.881119567,5.990514567,11.85817244,12.90036986,13.04942786,12.30365626,12.99832367,13.19585867,62.07505247,50.8079249,46.3116539,15.1747626,15.73307366,15.79804766,14.3641648,15.57194036,15.68827736
317,1384318800,3.363380757,3.67095144,3.698727027,6.742650656,6.999166647,7.055359413,17.42130616,16.46835906,16.21614396,9.294916539,10.00709911,10.06139611,5.670101605,5.175361217,5.201902217,5.354631225,5.917629158,5.971197158,6.36099656,6.784554298,6.920040298,3.918644549,4.184993344,4.237373344,5.072056692,5.903444181,5.979179181,11.89669155,13.26093526,13.36412926,12.57488167,13.32484895,13.46160395,71.04357513,48.65713753,45.54433453,15.14972947,15.86100247,15.90598447,14.15283618,15.60320716,15.68374816
318,1384405200,3.440630919,3.601605188,3.662937358,6.474475969,6.929983146,7.026965222,16.99289537,16.42355863,15.87242193,9.350741424,9.991536205,10.11018521,5.498090412,5.457314023,5.515311023,5.601965864,5.863486563,5.980542563,6.055609111,6.649732264,6.945794264,4.073194219,4.103029523,4.217489523,5.234641281,5.79814646,5.96364146,12.60891281,13.03905846,13.16900646,12.43658754,13.03897273,13.33780773,58.45738562,49.33848275,42.53643175,15.15368907,15.70545659,15.80375059,14.04222675,15.54899099,15.65590171
319,1384491600,3.797297131,3.345008337,3.404453683,6.443006315,6.72300706,6.841866752,16.60849608,16.15782617,15.62537207,9.087086614,9.700772812,9.815399812,5.259839951,4.83012319,4.88615419,5.526714025,5.542150949,5.655238949,6.391712346,6.359725086,6.645751086,4.560884698,3.784241877,3.894821877,5.484870788,5.456641453,5.616526453,12.73775057,12.7237518,12.8919198,12.80979019,12.61172648,12.90043148,49.1640081,49.59166488,43.02019188,15.21157431,15.36366626,15.45862826,13.69170987,14.98942305,15.12616377
320,1384578000,2.077211576,2.736302854,2.76215733,4.571577372,4.32320583,4.375511998,13.87605404,14.08004235,13.84650985,7.649448499,8.393255399,8.443530399,3.623650948,3.778969821,3.803544821,4.789255746,4.751213098,4.800813098,5.465258394,5.309511303,5.434961303,2.992107012,2.494815992,2.543315992,3.219172397,3.590405121,3.660530121,11.8431747,11.94568266,12.04123266,10.32757052,10.81552507,10.94215007,42.47239468,49.85677408,46.97454908,13.2421766,13.4708911,13.5125411,12.48025122,13.99602494,14.07059994
321,1384664400,2.068338262,2.674436287,2.668591912,4.017065655,4.202171508,4.190347758,13.22870047,13.2645603,13.3112668,7.651197306,8.244724422,8.234669422,2.589150712,2.621630733,2.616715733,4.160489156,4.200835972,4.190915972,5.174295139,4.806145245,4.781055245,2.906946011,2.406480499,2.396780499,3.112079367,3.504759106,3.490734106,11.49526124,11.71947062,11.70036062,9.993392076,10.49055501,10.46523001,41.4831662,47.66067478,48.23711978,13.40162228,13.45443729,13.44610729,11.97757373,13.2420737,13.2271587
322,1384750800,4.235271451,3.388117576,3.383410906,7.331407272,6.737626768,6.728104708,16.2705219,15.86953085,15.91623735,9.124650672,9.6844941,9.6744391,5.578660725,4.95135054,4.94643554,6.78963809,5.7606286,5.7507086,8.245708292,6.423717,6.398627,5.9873187,3.938296,3.928596,6.524902776,5.7348378,5.7208128,16.06177275,12.808742,12.789632,14.94478516,12.6762958,12.6509708,41.58305885,48.30919178,48.88563678,16.82770985,15.63887828,15.63054828,15.90863861,15.13320414,15.11828914
323,1384837200,3.535058495,3.680090711,3.636976367,6.622089904,7.037481371,6.950256779,16.0077058,16.14745469,16.53044799,9.141084873,9.902258363,9.819807363,5.285392227,5.225523479,5.185220479,5.434995446,5.861752842,5.780408842,6.370794851,6.804210753,6.598472753,4.07108145,4.179793571,4.100253571,5.3123339,5.965269567,5.850264567,11.97309829,13.01502986,12.85832786,12.76846662,13.15027367,12.94260867,55.20352994,47.3492549,52.0761039,15.01727251,15.78305366,15.71474766,15.30290426,15.66143036,15.53912736
324,1384923600,3.447072832,3.696817345,3.638509704,6.534858098,7.051495937,6.933533799,16.89275675,16.23482656,16.75793936,9.097031709,10.05737411,9.944758105,5.204770242,5.199936217,5.144888217,5.40291987,5.967229158,5.856125158,6.09864587,6.910004298,6.628996298,3.997763723,4.233493344,4.124853344,5.089624554,5.973569181,5.816489181,12.33972552,13.35648526,13.14245326,12.75163829,13.45147395,13.16783395,60.97055984,45.77491253,52.23109653,15.11126779,15.90265247,15.80935647,14.18135849,15.67778216,15.51073416
325,1385010000,3.496560033,3.601947019,3.565919694,6.502709627,6.930674704,6.857787854,17.23277299,16.42355863,16.75050413,9.233526118,9.991536205,9.921151205,5.249973717,5.457314023,5.422909023,5.437699166,5.863486563,5.794046563,5.737944011,6.649732264,6.474102264,3.942079807,4.103029523,4.035129523,5.069168313,5.79814646,5.69997146,12.00391232,13.03905846,12.90528846,12.33663588,13.03897273,12.86169773,58.72898041,49.33848275,53.37359775,15.14663305,15.70545659,15.64714659,14.25844952,15.54899099,15.44458599
326,1385096400,3.531320349,3.318765275,3.312624785,6.304250284,6.669914744,6.657491924,16.70184221,16.40069997,16.45674777,8.950612715,9.648486812,9.636420812,4.691528924,4.80456519,4.79866719,5.172600701,5.490566949,5.478662949,5.560858933,6.229257086,6.199149086,3.739829005,3.733801877,3.722161877,5.01170836,5.383711453,5.366881453,12.23636226,12.6243798,12.6014478,11.65929646,12.48003648,12.44964648,49.22104629,52.58917888,53.28091288,15.01667449,15.32035026,15.31035426,14.40563727,14.91186505,14.89396705
327,1385182800,2.172796707,2.737004179,2.716083914,4.419147927,4.32462468,4.28230091,14.26535117,14.07070105,14.25752705,7.548574494,8.395266399,8.355046399,3.723012106,3.779952821,3.760292821,4.363347527,4.753197098,4.713517098,4.499698913,5.314529303,5.214169303,2.439478586,2.496755992,2.457955992,3.100773358,3.593210121,3.537110121,11.15531016,11.94950466,11.87306466,10.02085274,10.82059007,10.71929007,51.9920675,49.74148508,52.04726508,12.92736097,13.4725571,13.4392371,13.62868652,13.99900794,13.93934794
328,1385269200,2.141703385,1.620578865,1.59866116,3.918998778,4.193004914,4.148663224,14.10341375,13.69298099,13.88914829,7.632994995,7.977689001,7.935458001,2.584443093,2.940446661,2.919803661,3.801534649,4.083168716,4.041504716,4.088069278,4.795514831,4.690136831,2.25538521,2.387850315,2.347110315,2.92139379,3.582197019,3.523292019,10.43669184,11.57560692,11.49534492,9.805637536,10.27907349,10.17270849,71.46373584,51.5290298,53.9500988,12.58979765,13.65601805,13.62103205,13.47796729,12.98200446,12.91936146
